KEGG_name,KEGG_classification,gene_name,count
hsa04110_Cell_cycle,Cell growth and death,ABL1/ANAPC10/ANAPC13/ANAPC2/ANAPC5/ATM/ATR/BUB1/BUB3/CCNA1/CCNA2/CCNB1/CCNB2/CCND1/CCND2/CCND3/CCNE1/CCNE2/CCNH/CDC14A/CDC14B/CDC16/CDC20/CDC23/CDC25A/CDC25B/CDC25C/CDC27/CDC6/CDC7/CDK2/CDK4/CDK6/CDK7/CDKN1A/CDKN1B/CDKN1C/CDKN2A/CDKN2B/CDKN2C/CDKN2D/CHEK1/CHEK2/CREBBP/CUL1/DBF4/DBF4B/E2F1/E2F2/E2F3/E2F4/E2F5/EP300/ESPL1/FZR1/GADD45A/GADD45B/GADD45G/GSK3B/HDAC1/HDAC2/MAD1L1/MAD2L1/MCM2/MCM3/MCM4/MCM5/MCM6/MCM7/MDM2/MYC/PCNA/PLK1/PRKDC/PTTG1/RB1/RBL1/RBL2/SFN/SKP1/SKP2/SMAD2/SMAD3/SMAD4/SMC1A/SMC3/STAG1/STAG2/TFDP2/TGFB1/TGFB2/TGFB3/TP53/TTK/WEE1/YWHAB/YWHAE/YWHAH/YWHAQ/YWHAZ/ZBTB17,101
hsa04114_Oocyte_meiosis,Cell growth and death,ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/ANAPC10/ANAPC13/ANAPC2/ANAPC5/AR/AURKA/BTRC/BUB1/CALM1/CALML4/CAMK2A/CAMK2B/CAMK2G/CCNB1/CCNB2/CCNE1/CCNE2/CDC16/CDC20/CDC23/CDC25C/CDC27/CDK2/CPEB1/CPEB3/CUL1/ESPL1/FBXO5/FBXW11/IGF1/IGF1R/ITPR1/ITPR2/ITPR3/MAD1L1/MAD2L1/MAP2K1/MAPK1/MAPK11/MAPK12/MAPK13/MAPK14/MAPK3/PLK1/PPP1CB/PPP1CC/PPP2CA/PPP2CB/PPP2R1A/PPP2R1B/PPP2R5A/PPP2R5B/PPP2R5C/PPP2R5E/PPP3CA/PPP3CB/PPP3CC/PPP3R1/PRKACA/PRKACB/PTTG1/REC8/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA6/SKP1/SLK/SMC1A/SMC3/YWHAB/YWHAE/YWHAH/YWHAQ/YWHAZ,81
hsa04115_p53_signaling_pathway,Cell growth and death,APAF1/ATM/ATR/BAX/BCL2/BCL2L1/BID/CASP3/CASP8/CASP9/CCNB1/CCNB2/CCND1/CCND2/CCND3/CCNE1/CCNE2/CCNG1/CCNG2/CD82/CDK2/CDK4/CDK6/CDKN1A/CDKN2A/CHEK1/CHEK2/CYCS/DDB2/EI24/FAS/GADD45A/GADD45B/GADD45G/GTSE1/IGF1/IGFBP3/MDM2/MDM4/PERP/PMAIP1/PPM1D/PTEN/RCHY1/RPRM/RRM2/SERPINE1/SESN1/SFN/SIAH1/SIVA1/STEAP3/THBS1/TNFRSF10B/TP53/TP53AIP1/TP53I3/TP73/TSC2/ZMAT3,60
hsa04120_Ubiquitin_mediated_proteolysis,"Folding, sorting and degradation",ANAPC10/ANAPC13/ANAPC2/ANAPC5/BIRC2/BIRC3/BIRC7/BRCA1/BTRC/CBL/CBLB/CDC16/CDC20/CDC23/CDC27/CDC34/CUL1/CUL2/CUL3/CUL4A/CUL4B/CUL5/CUL7/DDB1/DDB2/DET1/ERCC8/FANCL/FBXO2/FBXO4/FBXW11/FBXW7/FZR1/HERC1/HERC2/HERC4/HUWE1/ITCH/KEAP1/KLHL9/MAP3K1/MDM2/MGRN1/MID1/NEDD4/NEDD4L/PIAS1/PIAS2/PIAS4/PML/PPIL2/PRPF19/RCHY1/RHOBTB1/RHOBTB2/RNF7/SAE1/SIAH1/SKP1/SKP2/SMURF1/SMURF2/SOCS1/SOCS3/STUB1/TRAF6/TRIM32/TRIM37/TRIP12/UBA2/UBA3/UBA52/UBA6/UBB/UBC/UBE2A/UBE2B/UBE2C/UBE2D1/UBE2D2/UBE2D3/UBE2D4/UBE2E1/UBE2E3/UBE2G2/UBE2H/UBE2I/UBE2J1/UBE2K/UBE2L3/UBE2L6/UBE2M/UBE2N/UBE2O/UBE2Q1/UBE2S/UBE2W/UBE2Z/UBE3A/UBE3B/UBE3C/UBE4A/UBE4B/UBR5/VHL/WWP1/WWP2/XIAP,108
hsa04122_Sulfur_relay_system,"Folding, sorting and degradation",MOCS2/MOCS3/MPST/NFS1/TST/URM1,6
hsa04130_SNARE_interactions_in_vesicular_transport,"Folding, sorting and degradation",BET1/BET1L/BNIP1/GOSR1/GOSR2/SNAP23/SNAP29/STX11/STX17/STX18/STX1A/STX2/STX3/STX4/STX5/STX6/STX7/STX8/USE1/VAMP1/VAMP2/VAMP3/VAMP4/VAMP8/VTI1B/YKT6,26
hsa04136_Autophagy - other,Transport and catabolism,ATG10/ATG12/ATG16L1/ATG2A/ATG2B/ATG3/ATG4A/ATG4B/ATG5/ATG7/ATG9A/BECN1/GABARAPL1/GABARAPL2/IGBP1/MLST8/PIK3C3/PIK3R4/PPP2CA/PPP2CB/ULK2/WIPI1/WIPI2,23
hsa04137_Mitophagy - animal,Transport and catabolism,AMBRA1/ATG5/ATG9A/BCL2L1/BCL2L13/BECN1/BNIP3/BNIP3L/CALCOCO2/CITED2/CSNK2A1/CSNK2A2/CSNK2B/E2F1/EIF2AK3/FIS1/FOXO3/GABARAPL1/GABARAPL2/HIF1A/HRAS/JUN/KRAS/MAP1LC3B/MAP1LC3C/MAPK10/MAPK8/MAPK9/MFN1/MFN2/MITF/MRAS/NBR1/OPTN/RAB7A/RELA/RHOT1/RHOT2/RRAS/RRAS2/SP1/SQSTM1/SRC/TAX1BP1/TBC1D15/TBC1D17/TBK1/TFE3/TFEB/TP53/UBA52/UBB/UBC/ULK1/USP8,55
hsa04140_Autophagy - animal,Transport and catabolism,AKT1/AKT2/AKT3/AMBRA1/ATG10/ATG12/ATG16L1/ATG2A/ATG2B/ATG3/ATG4A/ATG4B/ATG5/ATG7/ATG9A/BCL2/BCL2L1/BECN1/BNIP3/CAMKK2/CFLAR/CTSB/CTSD/DAPK1/DAPK2/DDIT4/EIF2AK3/EIF2S1/ERN1/GABARAPL1/GABARAPL2/HIF1A/HMGB1/HRAS/IGBP1/IGF1R/IRS1/IRS2/ITPR1/KRAS/LAMP1/LAMP2/MAP1LC3B/MAP1LC3C/MAP2K1/MAP2K2/MAP3K7/MAPK1/MAPK10/MAPK3/MAPK8/MAPK9/MLST8/MRAS/MTMR14/MTMR3/MTMR4/PDPK1/PIK3C3/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PIK3R4/PPP2CA/PPP2CB/PRKAA1/PRKAA2/PRKACA/PRKACB/PRKCD/PRKCQ/PTEN/RAB1A/RAB33B/RAB7A/RAB8A/RAF1/RB1CC1/RHEB/RPS6KB1/RPS6KB2/RRAGA/RRAGB/RRAGC/RRAGD/RRAS/RRAS2/SH3GLB1/SNAP29/SQSTM1/STK11/STX17/TANK/TBK1/TRAF6/TSC1/TSC2/ULK1/ULK2/UVRAG/VAMP8/WDR41/WIPI1/WIPI2,107
hsa04141_Protein_processing_in_endoplasmic_reticulum,"Folding, sorting and degradation",AMFR/ATF6/ATF6B/ATXN3/BAG1/BAG2/BAK1/BAX/BCAP31/BCL2/CALR/CANX/CAPN1/CAPN2/CKAP4/CRYAB/CUL1/DAD1/DDIT3/DERL1/DERL2/DNAJA1/DNAJA2/DNAJB1/DNAJB12/DNAJB2/DNAJC1/DNAJC10/DNAJC3/EDEM1/EDEM2/EDEM3/EIF2AK1/EIF2AK2/EIF2AK3/EIF2S1/ERN1/ERP29/FBXO2/GANAB/HERPUD1/HSP90AA1/HSP90AB1/HSPA1L/HSPA2/HSPA4L/HSPA5/HSPA6/HSPBP1/HSPH1/HYOU1/LMAN1/LMAN2/MAN1A1/MAN1A2/MAN1B1/MAN1C1/MAP2K7/MAP3K5/MAPK10/MAPK8/MAPK9/MBTPS1/MBTPS2/MOGS/NFE2L2/NGLY1/NPLOC4/NSFL1C/OS9/PDIA3/PDIA4/PDIA6/PLAA/PPP1R15A/PREB/PRKCSH/RAD23A/RAD23B/RNF5/RPN1/RPN2/RRBP1/SAR1A/SAR1B/SEC13/SEC23A/SEC23B/SEC24A/SEC24B/SEC24D/SEC31A/SEC31B/SEC61A1/SEC61A2/SEC61B/SEC61G/SEC62/SEC63/SEL1L/SIL1/SKP1/SSR1/SSR2/SSR3/STT3A/STUB1/TRAF2/TRAM1/TUSC3/UBE2D1/UBE2D2/UBE2D3/UBE2D4/UBE2G2/UBE2J1/UBE4B/UBQLN2/UBXN1/UBXN4/UBXN8/VCP/WFS1/YOD1,124
hsa04142_Lysosome,Transport and catabolism,ABCA2/ABCB9/ACP2/ACP5/AGA/AP1B1/AP1G1/AP1G2/AP1M2/AP1S1/AP1S2/AP3B1/AP3B2/AP3D1/AP3M2/AP3S1/AP4E1/AP4M1/AP4S1/ARSA/ARSB/ASAH1/ATP6AP1/ATP6V0A2/ATP6V0A4/ATP6V0B/ATP6V1H/CD164/CD63/CLN3/CLN5/CLTB/CLTC/CLTCL1/CTNS/CTSB/CTSC/CTSD/CTSE/CTSF/CTSG/CTSH/CTSK/CTSO/CTSS/CTSW/CTSZ/DMXL1/DMXL2/DNASE2/DNASE2B/ENTPD4/FUCA1/GAA/GALC/GALNS/GGA1/GGA2/GGA3/GLA/GM2A/GNPTAB/GNS/GUSB/HEXA/HEXB/HGSNAT/HYAL1/HYAL2/IDS/IDUA/IGF2R/LAMP1/LAMP2/LAMP3/LAPTM4A/LAPTM4B/LAPTM5/LGMN/LIPA/LITAF/M6PR/MAN2B1/MANBA/MCOLN1/NAGA/NAGLU/NAGPA/NEU1/NPC1/PLA2G15/PPT1/PSAP/SCARB2/SGSH/SLC11A1/SLC11A2/SLC17A5/SMPD1/SORT1/TCIRG1/TPP1/WDR7,103
hsa04144_Endocytosis,Transport and catabolism,ACAP1/ACAP2/ACTR2/ACTR3/ACTR3B/AGAP1/AGAP2/AMPH/AP2A2/AP2B1/AP2M1/AP2S1/ARAP1/ARAP3/ARF3/ARF4/ARF5/ARF6/ARFGAP1/ARFGAP2/ARFGAP3/ARFGEF1/ARFGEF2/ARPC1A/ARPC1B/ARPC2/ARPC3/ARPC5/ARPC5L/ARRB1/ARRB2/ASAP1/ASAP2/ASAP3/BIN1/CAPZA1/CAPZA2/CAPZB/CAV1/CAV2/CBL/CBLB/CCR5/CDC42/CHMP1A/CHMP1B/CHMP2A/CHMP2B/CHMP5/CHMP6/CHMP7/CLTB/CLTC/CLTCL1/CXCR1/CXCR4/CYTH1/CYTH2/CYTH3/CYTH4/DNAJC6/DNM1/DNM2/DNM3/EEA1/EGFR/EHD1/EHD2/EHD3/EHD4/EPN1/EPN3/EPS15/EPS15L1/FGFR2/FGFR3/FGFR4/FOLR2/FOLR3/GBF1/GIT1/GIT2/GRK4/GRK5/GRK6/HGS/HRAS/HSPA1L/HSPA2/HSPA6/IGF1R/IGF2R/IL2RA/IL2RB/IL2RG/IQSEC1/IQSEC2/IQSEC3/ITCH/KIF5A/KIF5B/KIF5C/LDLR/LDLRAP1/MDM2/NEDD4/NEDD4L/PARD3/PARD6A/PARD6B/PDCD6IP/PIP5K1A/PIP5K1B/PIP5K1C/PLD1/PLD2/PML/PRKCI/PSD/PSD3/PSD4/RAB11A/RAB11B/RAB11FIP1/RAB11FIP2/RAB11FIP3/RAB11FIP5/RAB22A/RAB31/RAB35/RAB5A/RAB5B/RAB5C/RAB7A/RAB8A/RABEP1/RHOA/RNF41/RUFY1/RUFY2/SH3GL1/SH3GL2/SH3GL3/SH3GLB1/SH3GLB2/SMAD2/SMAD3/SMAP1/SMURF1/SMURF2/SNF8/SNX1/SNX2/SNX3/SNX4/SNX5/SNX6/SPG21/SRC/STAM/STAM2/STAMBP/TFRC/TGFBR1/TGFBR2/TRAF6/TSG101/USP8/VPS26A/VPS28/VPS35/VPS37B/VPS37C/VPS45/VPS4A/VPS4B/WASL/WIPF1/WIPF2/WWP1/ZFYVE16/ZFYVE9,182
hsa04145_Phagosome,Transport and catabolism,ACTB/ATP6AP1/ATP6V0A2/ATP6V0A4/ATP6V0B/ATP6V0E1/ATP6V0E2/ATP6V1A/ATP6V1B2/ATP6V1C1/ATP6V1D/ATP6V1E1/ATP6V1G1/ATP6V1H/C1R/C3/CALR/CANX/CD14/CD209/CD36/CLEC4M/CLEC7A/COLEC11/COMP/CTSS/CYBA/CYBB/DYNC1H1/DYNC1I1/DYNC1I2/DYNC1LI1/DYNC1LI2/DYNC2H1/EEA1/FCAR/FCGR2A/FCGR2B/FCGR3B/HGS/ITGA2/ITGA5/ITGAM/ITGAV/ITGB1/ITGB2/ITGB3/ITGB5/LAMP1/LAMP2/M6PR/MARCO/MPO/MRC2/MSR1/NCF1/NCF2/NOS1/OLR1/PIK3C3/PIKFYVE/PLA2R1/RAB5A/RAB5B/RAB5C/RAB7A/RAC1/SCARB1/SEC61A1/SEC61A2/SEC61B/SEC61G/SFTPD/STX12/STX18/STX7/TAP1/TAP2/TCIRG1/TFRC/THBS1/THBS3/THBS4/TLR2/TLR4/TLR6/TUBA1A/TUBA1B/TUBA1C/TUBA4A/TUBB/TUBB1/TUBB2A/TUBB2B/TUBB3/TUBB6/VAMP3,97
hsa04146_Peroxisome,Transport and catabolism,ABCD1/ABCD2/ABCD3/ABCD4/ACAA1/ACOT8/ACOX1/ACOX2/ACOX3/ACSL1/ACSL3/ACSL4/ACSL5/ACSL6/AGPS/BAAT/CAT/CRAT/CROT/DAO/DDO/DECR2/ECH1/EHHADH/EPHX2/FAR2/GNPAT/GSTK1/HMGCL/HSD17B4/IDH1/IDH2/MLYCD/MPV17/MVK/NOS2/NUDT7/PAOX/PECR/PEX1/PEX10/PEX11A/PEX11B/PEX12/PEX13/PEX14/PEX16/PEX19/PEX26/PEX3/PEX5/PEX5L/PEX6/PEX7/PHYH/PIPOX/PMVK/PRDX1/PXMP2/PXMP4/SCP2/SLC25A17/SLC27A2/SOD1/XDH,65
hsa04150_mTOR_signaling_pathway,Signal transduction,AKT1/AKT2/AKT3/ATP6V1A/ATP6V1B2/ATP6V1C1/ATP6V1D/ATP6V1E1/ATP6V1G1/ATP6V1H/CAB39/CAB39L/CHUK/CLIP1/DDIT4/DEPDC5/DVL1/DVL2/DVL3/EIF4B/EIF4E/EIF4E2/EIF4EBP1/FLCN/FZD1/FZD2/FZD3/FZD4/FZD5/FZD6/FZD7/FZD9/GRB10/GRB2/GSK3B/HRAS/IGF1/IGF1R/IKBKB/INSR/IRS1/KRAS/LPIN1/LPIN2/LRP5/LRP6/MAP2K1/MAP2K2/MAPK1/MAPK3/MAPKAP1/MIOS/MLST8/PDPK1/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PRKAA1/PRKAA2/PRKCA/PRKCB/PRKCG/PTEN/RAF1/RHEB/RHOA/RPS6/RPS6KA1/RPS6KA2/RPS6KA3/RPS6KA6/RPS6KB1/RPS6KB2/RRAGA/RRAGB/RRAGC/RRAGD/SEC13/SEH1L/SGK1/SKP2/SLC3A2/SLC7A5/SOS1/SOS2/STK11/TELO2/TNF/TSC1/TSC2/ULK1/ULK2/WDR59/WNT1/WNT10B/WNT11/WNT16/WNT2B/WNT4/WNT5A/WNT5B/WNT6/WNT7B/WNT8B,107
hsa04151_PI3K-Akt_signaling_pathway,Signal transduction,AKT1/AKT2/AKT3/ANGPT1/ANGPT2/ANGPT4/ATF2/ATF6B/BCL2/BCL2L1/BCL2L11/BDNF/BRCA1/CASP9/CCND1/CCND2/CCND3/CCNE1/CCNE2/CD19/CDK2/CDK4/CDK6/CDKN1A/CDKN1B/CHAD/CHRM2/CHUK/COL1A1/COL1A2/COL2A1/COL4A2/COL4A3/COL4A4/COL4A5/COL4A6/COL6A1/COL6A2/COL6A3/COL9A1/COL9A2/COL9A3/COMP/CREB1/CREB3/CREB3L1/CREB3L2/CSF1/CSF1R/CSF3/CSF3R/DDIT4/EFNA1/EFNA2/EFNA3/EFNA4/EFNA5/EGF/EGFR/EIF4B/EIF4E/EIF4E2/EIF4EBP1/EPHA2/EPO/EPOR/ERBB2/ERBB3/ERBB4/EREG/F2R/FASLG/FGF17/FGF18/FGF2/FGF20/FGF22/FGF5/FGF8/FGF9/FGFR1/FGFR2/FGFR3/FGFR4/FLT1/FLT3/FLT3LG/FLT4/FN1/FOXO3/G6PC3/GHR/GNB1/GNB2/GNB3/GNB5/GNG11/GNG12/GNG13/GNG3/GNG4/GNG5/GNG7/GRB2/GSK3B/GYS1/HGF/HRAS/HSP90AA1/HSP90AB1/IFNAR1/IFNAR2/IGF1/IGF1R/IKBKB/IL2RA/IL2RB/IL2RG/IL4R/IL6/IL6R/IL7/IL7R/INSR/IRS1/ITGA10/ITGA2/ITGA2B/ITGA3/ITGA4/ITGA5/ITGA6/ITGA7/ITGA8/ITGA9/ITGAV/ITGB1/ITGB3/ITGB4/ITGB5/ITGB7/ITGB8/JAK1/JAK2/JAK3/KDR/KIT/KRAS/LAMA3/LAMB1/LAMB2/LAMB4/LAMC1/LAMC2/LAMC3/LPAR1/LPAR2/LPAR3/LPAR4/MAGI1/MAGI2/MAP2K1/MAP2K2/MAPK1/MAPK3/MDM2/MET/MLST8/MYB/MYC/NFKB1/NGFR/NOS3/NR4A1/NTRK1/NTRK2/OSM/OSMR/PCK1/PCK2/PDGFA/PDGFB/PDGFC/PDGFD/PDGFRB/PDPK1/PGF/PHLPP1/PHLPP2/PIK3CA/PIK3CB/PIK3CD/PIK3CG/PIK3R1/PIK3R2/PIK3R3/PIK3R5/PKN1/PKN2/PPP2CA/PPP2CB/PPP2R1A/PPP2R1B/PPP2R2A/PPP2R2B/PPP2R2D/PPP2R3A/PPP2R3C/PPP2R5A/PPP2R5B/PPP2R5C/PPP2R5E/PRKAA1/PRKAA2/PRKCA/PRLR/PTEN/PTK2/RAC1/RAF1/RBL2/RELA/RELN/RHEB/RPS6/RPS6KB1/RPS6KB2/SGK1/SGK2/SOS1/SOS2/SPP1/STK11/SYK/TCL1A/TEK/TGFA/THBS1/THBS3/THBS4/TLR2/TLR4/TNC/TNN/TNR/TNXB/TP53/TSC1/TSC2/VEGFA/VEGFB/VWF/YWHAB/YWHAE/YWHAH/YWHAQ/YWHAZ,257
hsa04152_AMPK_signaling_pathway,Signal transduction,ACACB/ADIPOR1/ADIPOR2/AKT1/AKT2/AKT3/CAB39/CAB39L/CAMKK2/CCNA1/CCNA2/CCND1/CD36/CFTR/CPT1A/CREB1/CREB3/CREB3L1/CREB3L2/EEF2/EIF4EBP1/ELAVL1/FASN/FBP1/FOXO1/FOXO3/G6PC3/GYS1/HMGCR/HNF4A/IGF1/IGF1R/INSR/IRS1/IRS2/LEP/LIPE/MAP3K7/MLYCD/PCK1/PCK2/PDPK1/PFKFB1/PFKFB2/PFKFB3/PFKFB4/PFKM/PFKP/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PPARG/PPARGC1A/PPP2CA/PPP2CB/PPP2R1A/PPP2R1B/PPP2R2A/PPP2R2B/PPP2R2D/PPP2R3A/PPP2R3C/PPP2R5A/PPP2R5B/PPP2R5C/PPP2R5E/PRKAA1/PRKAA2/PRKAB1/PRKAB2/PRKAG1/PRKAG2/RAB11B/RAB14/RAB2A/RAB8A/RHEB/RPS6KB1/RPS6KB2/SCD/SCD5/SIRT1/SLC2A4/SREBF1/STK11/TBC1D1/TSC1/TSC2/ULK1,92
hsa04210_Apoptosis,Cell growth and death,ACTB/AIFM1/AKT1/AKT2/AKT3/APAF1/ATM/BAK1/BAX/BCL2/BCL2A1/BCL2L1/BCL2L11/BID/BIRC2/BIRC3/BIRC5/CAPN1/CAPN2/CASP10/CASP2/CASP3/CASP6/CASP7/CASP8/CASP9/CFLAR/CHUK/CSF2RB/CTSB/CTSC/CTSD/CTSF/CTSH/CTSK/CTSO/CTSS/CTSW/CTSZ/CYCS/DAXX/DDIT3/DFFA/DFFB/DIABLO/EIF2AK3/EIF2S1/ERN1/FADD/FAS/FASLG/FOS/GADD45A/GADD45B/GADD45G/GZMB/HRAS/HTRA2/IKBKB/ITPR1/ITPR2/ITPR3/JUN/KRAS/LMNA/LMNB1/LMNB2/MAP2K1/MAP2K2/MAP3K14/MAP3K5/MAPK1/MAPK10/MAPK3/MAPK8/MAPK9/NFKB1/NFKBIA/NTRK1/PARP1/PARP2/PARP3/PARP4/PDPK1/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PMAIP1/PRF1/PTPN13/RAF1/RELA/RIPK1/SPTA1/SPTAN1/TNF/TNFRSF10B/TNFSF10/TP53/TP53AIP1/TRADD/TRAF1/TRAF2/TUBA1A/TUBA1B/TUBA1C/TUBA4A/XIAP,111
hsa04211_Longevity_regulating_pathway,Aging,ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/ADIPOR1/ADIPOR2/AKT1/AKT2/AKT3/APPL1/ATF2/ATF6B/ATG5/BAX/CAMK4/CAMKK2/CAT/CREB1/CREB3/CREB3L1/CREB3L2/EHMT1/EHMT2/EIF4E/EIF4E2/EIF4EBP1/FOXO1/FOXO3/HRAS/IGF1/IGF1R/INSR/IRS1/IRS2/KL/KRAS/NFKB1/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PPARG/PPARGC1A/PRKAA1/PRKAA2/PRKAB1/PRKAB2/PRKACA/PRKACB/PRKAG1/PRKAG2/RB1CC1/RELA/RHEB/RPS6KB1/RPS6KB2/SESN1/SIRT1/STK11/TP53/TSC1/TSC2/ULK1,67
hsa04213_Longevity_regulating_pathway - multiple_species,Aging,ADCY1/ADCY2/ADCY3/ADCY6/ADCY7/ADCY9/AKT1/AKT2/AKT3/ATG5/CAT/CLPB/CRYAB/EIF4EBP2/FOXO1/FOXO3/HDAC1/HDAC2/HRAS/HSPA1L/HSPA2/HSPA6/IGF1/IGF1R/INSR/IRS1/IRS2/KRAS/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PRKAA1/PRKAA2/PRKAB1/PRKAB2/PRKACA/PRKACB/PRKAG1/PRKAG2/RPS6KB1/RPS6KB2/SIRT1/SOD1,46
hsa04215_Apoptosis - multiple species,Cell growth and death,APAF1/BAK1/BAX/BCL2/BCL2L1/BCL2L11/BECN1/BID/BIRC2/BIRC3/BIRC5/BIRC7/CASP3/CASP7/CASP8/CASP9/CYCS/DIABLO/FADD/HTRA2/MAPK10/MAPK8/MAPK9/NGFR/PMAIP1/XIAP,26
hsa04216_Ferroptosis,Cell growth and death,ACSL1/ACSL3/ACSL4/ACSL5/ACSL6/ALOX15/ATG5/ATG7/CP/CYBB/FTH1/FTL/GCLC/GCLM/GPX4/GSS/HMOX1/LPCAT3/MAP1LC3B/MAP1LC3C/PCBP1/PRNP/SAT1/SLC11A2/SLC39A14/SLC39A8/SLC3A2/SLC7A11/STEAP3/TF/TFRC/TP53/VDAC2,33
hsa04217_Necroptosis,Cell growth and death,AIFM1/ALOX15/BAX/BCL2/BID/BIRC2/BIRC3/CAMK2A/CAMK2B/CAMK2G/CAPN1/CAPN2/CASP1/CASP8/CFLAR/CHMP1A/CHMP1B/CHMP2A/CHMP2B/CHMP5/CHMP6/CHMP7/CYBB/CYLD/DNM1L/EIF2AK2/FADD/FAF1/FAS/FASLG/FTH1/FTL/GLUD1/GLUD2/GLUL/HMGB1/HSP90AA1/HSP90AB1/IFNAR1/IFNAR2/IFNG/IFNGR1/IFNGR2/IL1A/IL1B/IRF9/JAK1/JAK2/JAK3/MAPK10/MAPK8/MAPK9/NLRP3/PARP1/PLA2G4A/PLA2G4C/PPIA/PPID/PYCARD/PYGB/PYGL/PYGM/RBCK1/RIPK1/SHARPIN/SLC25A4/SLC25A5/SMPD1/SPATA2/SPATA2L/SQSTM1/STAT1/STAT2/STAT3/STAT4/STAT5A/STAT5B/STAT6/TICAM1/TLR3/TLR4/TNF/TNFAIP3/TNFRSF10B/TNFSF10/TRADD/TRAF2/TRAF5/TYK2/USP21/VDAC1/VDAC2/VPS4A/VPS4B/XIAP/ZBP1,96
hsa04218_Cellular_senescence,Cell growth and death,AKT1/AKT2/AKT3/ATM/ATR/BTRC/CACNA1D/CALM1/CALML4/CAPN1/CAPN2/CCNA1/CCNA2/CCNB1/CCNB2/CCND1/CCND2/CCND3/CCNE1/CCNE2/CDC25A/CDK2/CDK4/CDK6/CDKN1A/CDKN2A/CDKN2B/CHEK1/CHEK2/E2F1/E2F2/E2F3/E2F4/E2F5/EIF4EBP1/ETS1/FBXW11/FOXM1/FOXO1/FOXO3/GADD45A/GADD45B/GADD45G/HIPK1/HIPK2/HIPK3/HRAS/HUS1/IGFBP3/IL1A/IL6/ITPR1/ITPR2/ITPR3/KIR2DL4/KRAS/MAP2K1/MAP2K2/MAP2K6/MAPK1/MAPK11/MAPK12/MAPK13/MAPK14/MAPK3/MAPKAPK2/MDM2/MRAS/MYBL2/MYC/NBN/NFATC1/NFATC3/NFATC4/NFKB1/PIK3CA/PIK3CB/PIK3CD/PIK3R1/PIK3R2/PIK3R3/PPID/PPP1CB/PPP1CC/PPP3CA/PPP3CB/PPP3CC/PPP3R1/PTEN/RAD1/RAD50/RAD9A/RAF1/RB1/RBBP4/RBL1/RBL2/RELA/RHEB/RRAS/RRAS2/SERPINE1/SIRT1/SLC25A4/SLC25A5/SMAD2/SMAD3/SQSTM1/TGFB1/TGFB2/TGFB3/TGFBR1/TGFBR2/TP53/TRAF3IP2/TRPV4/TSC1/TSC2/VDAC1/VDAC2/ZFP36L1/ZFP36L2,122
hsa04260_Cardiac_muscle_contraction,Circulatory system,ACTC1/ASPH/ATP1A1/ATP1A2/ATP1B1/ATP1B2/ATP1B3/ATP2A1/ATP2A2/ATP2A3/CACNA1C/CACNA1D/CACNA1F/CACNA1S/CACNA2D1/CACNA2D2/CACNA2D3/CACNB1/CACNB2/CACNB3/CACNB4/CACNG2/CACNG4/COX4I1/COX5A/COX5B/COX6B1/COX6C/COX7A2/COX7A2L/COX7B/COX7C/CYC1/HRC/MYH6/MYH7/MYL2/MYL4/RYR2/SLC8A1/SLC8A2/SLC9A1/SLC9A6/SLC9A7/TNNC1/TNNT2/TPM1/TPM2/TPM3/TPM4/TRDN/UQCRB/UQCRC1/UQCRC2/UQCRFS1/UQCRQ,56
